Date,Military Hour,Airport Code,Weather Description,Precipitation (Inches),Visibility (Miles)
3/7/2021,14,EWR,Partly cloudy,0.0,10.0
3/7/2021,15,EWR,Partly cloudy,0.0,10.0
3/7/2021,16,EWR,Partly cloudy,0.0,10.0
3/7/2021,17,EWR,Partly cloudy,0.0,10.0
3/7/2021,18,EWR,Partly cloudy,0.0,10.0
3/7/2021,19,EWR,Partly cloudy,0.0,10.0
3/7/2021,20,EWR,Clear skies,0.0,10.0
3/7/2021,21,EWR,Clear skies,0.0,10.0
3/7/2021,22,EWR,Clear skies,0.0,10.0
3/7/2021,23,EWR,Clear skies,0.0,10.0
3/8/2021,0,EWR,Clear skies,0.0,10.0
3/8/2021,1,EWR,Clear skies,0.0,10.0
3/8/2021,2,EWR,Clear skies,0.0,10.0
3/8/2021,3,EWR,Clear skies,0.0,10.0
3/8/2021,4,EWR,Clear skies,0.0,10.0
3/8/2021,5,EWR,Clear skies,0.0,10.0
3/8/2021,6,EWR,Clear skies,0.0,10.0
3/8/2021,7,EWR,Clear skies,0.0,10.0
3/8/2021,8,EWR,Clear skies,0.0,10.0
3/8/2021,9,EWR,Clear skies,0.0,10.0
3/8/2021,10,EWR,Partly cloudy,0.0,10.0
3/8/2021,11,EWR,Partly cloudy,0.0,10.0
3/8/2021,12,EWR,Partly cloudy,0.0,10.0
3/8/2021,13,EWR,Clear skies,0.0,10.0
3/8/2021,14,EWR,Partly cloudy,0.0,10.0
3/8/2021,15,EWR,Partly cloudy,0.0,10.0
3/8/2021,16,EWR,Partly cloudy,0.0,10.0
3/8/2021,17,EWR,Partly cloudy,0.0,10.0
3/8/2021,18,EWR,Partly cloudy,0.0,10.0
3/8/2021,19,EWR,Partly cloudy,0.0,10.0
3/8/2021,20,EWR,Partly cloudy,0.0,10.0
3/8/2021,21,EWR,Partly cloudy,0.0,10.0
3/8/2021,22,EWR,Partly cloudy,0.0,10.0
3/8/2021,23,EWR,Partly cloudy,0.0,10.0
3/9/2021,0,EWR,Partly cloudy,0.0,10.0
3/9/2021,1,EWR,Partly cloudy,0.0,10.0
3/9/2021,2,EWR,Partly cloudy,0.0,10.0
3/9/2021,3,EWR,Partly cloudy,0.0,10.0
3/9/2021,4,EWR,Partly cloudy,0.0,10.0
3/9/2021,5,EWR,Overcast skies,0.0,10.0
3/9/2021,6,EWR,Overcast skies,0.0,10.0
3/9/2021,7,EWR,Partly cloudy,0.0,10.0
3/9/2021,8,EWR,Partly cloudy,0.0,10.0
3/9/2021,9,EWR,Partly cloudy,0.0,10.0
3/9/2021,10,EWR,Partly cloudy,0.0,10.0
3/9/2021,11,EWR,Partly cloudy,0.0,10.0
3/9/2021,12,EWR,Partly cloudy,0.0,10.0
3/9/2021,13,EWR,Partly cloudy,0.0,10.0
3/9/2021,14,EWR,Partly cloudy,0.0,10.0
3/9/2021,15,EWR,Partly cloudy,0.0,10.0
3/9/2021,16,EWR,Partly cloudy,0.0,10.0
3/9/2021,17,EWR,Partly cloudy,0.0,10.0
3/9/2021,18,EWR,Partly cloudy,0.0,10.0
3/9/2021,19,EWR,Partly cloudy,0.0,10.0
3/9/2021,20,EWR,Partly cloudy,0.0,10.0
3/9/2021,21,EWR,Partly cloudy,0.0,10.0
3/9/2021,22,EWR,Clear skies,0.0,10.0
3/9/2021,23,EWR,Clear skies,0.0,10.0
3/10/2021,0,EWR,Clear skies,0.0,10.0
3/10/2021,1,EWR,Clear skies,0.0,10.0
3/10/2021,2,EWR,Clear skies,0.0,10.0
3/10/2021,3,EWR,Clear skies,0.0,10.0
3/10/2021,4,EWR,Clear skies,0.0,10.0
3/10/2021,5,EWR,Clear skies,0.0,10.0
3/10/2021,6,EWR,Clear skies,0.0,10.0
3/10/2021,7,EWR,Clear skies,0.0,10.0
3/10/2021,8,EWR,Partly cloudy,0.0,10.0
3/10/2021,9,EWR,Partly cloudy,0.0,10.0
3/10/2021,10,EWR,Partly cloudy,0.0,10.0
3/10/2021,11,EWR,Partly cloudy,0.0,10.0
3/10/2021,12,EWR,Partly cloudy,0.0,10.0
3/10/2021,13,EWR,Partly cloudy,0.0,10.0
3/10/2021,14,EWR,Partly cloudy,0.0,10.0
3/10/2021,15,EWR,Partly cloudy,0.0,10.0
3/10/2021,16,EWR,Partly cloudy,0.0,10.0
3/10/2021,17,EWR,Partly cloudy,0.0,10.0
3/10/2021,18,EWR,Partly cloudy,0.0,10.0
3/10/2021,19,EWR,Partly cloudy,0.0,10.0
3/10/2021,20,EWR,Partly cloudy,0.0,10.0
3/10/2021,21,EWR,Overcast skies,0.0,10.0
3/10/2021,22,EWR,Overcast skies,0.0,10.0
3/10/2021,23,EWR,Overcast skies,0.0,10.0
3/11/2021,0,EWR,Overcast skies,0.0,9.0
3/11/2021,1,EWR,Overcast skies,0.0,8.0
3/11/2021,2,EWR,Overcast skies,0.0,6.0
3/11/2021,3,EWR,Overcast skies,0.0,1.7
3/11/2021,4,EWR,Partly cloudy,0.0,0.5
3/11/2021,5,EWR,Overcast skies,0.0,0.3
3/11/2021,6,EWR,Overcast skies,0.0,0.5
3/11/2021,7,EWR,Partly cloudy,0.0,1.0
3/11/2021,8,EWR,Partly cloudy,0.0,1.8
3/11/2021,9,EWR,Partly cloudy,0.0,5.0
3/11/2021,10,EWR,Partly cloudy,0.0,9.0
3/11/2021,11,EWR,Partly cloudy,0.0,10.0
3/11/2021,12,EWR,Partly cloudy,0.0,10.0
3/11/2021,13,EWR,Partly cloudy,0.0,10.0
3/11/2021,14,EWR,Partly cloudy,0.0,10.0
3/11/2021,15,EWR,Partly cloudy,0.0,10.0
3/11/2021,16,EWR,Partly cloudy,0.0,10.0
3/11/2021,17,EWR,Partly cloudy,0.0,10.0
3/11/2021,18,EWR,Partly cloudy,0.0,10.0
3/11/2021,19,EWR,Partly cloudy,0.0,10.0
3/11/2021,20,EWR,Partly cloudy,0.0,10.0
3/11/2021,21,EWR,Partly cloudy,0.0,10.0
3/11/2021,22,EWR,Partly cloudy,0.0,10.0
3/11/2021,23,EWR,Partly cloudy,0.0,10.0
3/12/2021,0,EWR,Partly cloudy,0.0,10.0
3/12/2021,1,EWR,Overcast skies,0.0,10.0
3/12/2021,2,EWR,Overcast skies,0.0,10.0
3/12/2021,3,EWR,Overcast skies,0.0,10.0
3/12/2021,4,EWR,Overcast skies,0.0,10.0
3/12/2021,5,EWR,Raining,0.0,10.0
3/12/2021,6,EWR,Partly cloudy,0.0,10.0
3/12/2021,7,EWR,Partly cloudy,0.0,10.0
3/12/2021,8,EWR,Partly cloudy,0.0,10.0
3/12/2021,9,EWR,Partly cloudy,0.0,10.0
3/12/2021,10,EWR,Partly cloudy,0.0,10.0
3/12/2021,11,EWR,Partly cloudy,0.0,10.0
3/12/2021,12,EWR,Partly cloudy,0.0,10.0
3/12/2021,13,EWR,Partly cloudy,0.0,10.0
3/12/2021,14,EWR,Partly cloudy,0.0,10.0
3/12/2021,15,EWR,Partly cloudy,0.0,10.0
3/12/2021,16,EWR,Partly cloudy,0.0,10.0
3/12/2021,17,EWR,Partly cloudy,0.0,10.0
3/12/2021,18,EWR,Partly cloudy,0.0,10.0
3/12/2021,19,EWR,Partly cloudy,0.0,10.0
3/12/2021,20,EWR,Partly cloudy,0.0,10.0
3/12/2021,21,EWR,Partly cloudy,0.0,10.0
3/12/2021,22,EWR,Partly cloudy,0.0,10.0
3/12/2021,23,EWR,Partly cloudy,0.0,10.0
3/13/2021,0,EWR,Partly cloudy,0.0,10.0
3/13/2021,1,EWR,Partly cloudy,0.0,10.0
3/13/2021,2,EWR,Partly cloudy,0.0,10.0
3/13/2021,3,EWR,Partly cloudy,0.0,10.0
3/13/2021,4,EWR,Partly cloudy,0.0,10.0
3/13/2021,5,EWR,Partly cloudy,0.0,10.0
3/13/2021,6,EWR,Partly cloudy,0.0,10.0
3/13/2021,7,EWR,Partly cloudy,0.0,10.0
3/13/2021,8,EWR,Clear skies,0.0,10.0
3/13/2021,9,EWR,Clear skies,0.0,10.0
3/13/2021,10,EWR,Clear skies,0.0,10.0
3/13/2021,11,EWR,Clear skies,0.0,10.0
3/13/2021,12,EWR,Clear skies,0.0,10.0
3/13/2021,13,EWR,Clear skies,0.0,10.0
3/13/2021,14,EWR,Clear skies,0.0,10.0
3/13/2021,15,EWR,Clear skies,0.0,10.0
3/13/2021,16,EWR,Partly cloudy,0.0,10.0
3/13/2021,17,EWR,Partly cloudy,0.0,10.0
3/13/2021,18,EWR,Partly cloudy,0.0,10.0
3/13/2021,19,EWR,Partly cloudy,0.0,10.0
3/13/2021,20,EWR,Clear skies,0.0,10.0
3/13/2021,21,EWR,Clear skies,0.0,10.0
3/13/2021,22,EWR,Clear skies,0.0,10.0
3/13/2021,23,EWR,Clear skies,0.0,10.0
3/14/2021,0,EWR,Clear skies,0.0,10.0
3/14/2021,1,EWR,Clear skies,0.0,10.0
3/14/2021,2,EWR,Partly cloudy,0.0,10.0
3/14/2021,3,EWR,Clear skies,0.0,10.0
3/14/2021,4,EWR,Clear skies,0.0,10.0
3/14/2021,5,EWR,Clear skies,0.0,10.0
3/14/2021,6,EWR,Partly cloudy,0.0,10.0
3/14/2021,7,EWR,Partly cloudy,0.0,10.0
3/14/2021,8,EWR,Partly cloudy,0.0,10.0
3/14/2021,9,EWR,Partly cloudy,0.0,10.0
3/14/2021,10,EWR,Partly cloudy,0.0,10.0
3/14/2021,11,EWR,Partly cloudy,0.0,10.0
3/14/2021,12,EWR,Partly cloudy,0.0,10.0
3/14/2021,13,EWR,Partly cloudy,0.0,10.0
3/14/2021,14,EWR,Partly cloudy,0.0,10.0
3/14/2021,15,EWR,Partly cloudy,0.0,10.0
3/14/2021,16,EWR,Partly cloudy,0.0,10.0
3/14/2021,17,EWR,Partly cloudy,0.0,10.0
3/14/2021,18,EWR,Partly cloudy,0.0,10.0
3/14/2021,19,EWR,Partly cloudy,0.0,10.0
3/14/2021,20,EWR,Partly cloudy,0.0,10.0
3/14/2021,21,EWR,Partly cloudy,0.0,10.0
3/14/2021,22,EWR,Partly cloudy,0.0,10.0
3/14/2021,23,EWR,Partly cloudy,0.0,10.0
3/15/2021,0,EWR,Partly cloudy,0.0,10.0
3/15/2021,1,EWR,Partly cloudy,0.0,10.0
3/15/2021,2,EWR,Partly cloudy,0.0,10.0
3/15/2021,3,EWR,Clear skies,0.0,10.0
3/15/2021,4,EWR,Clear skies,0.0,10.0
3/15/2021,5,EWR,Clear skies,0.0,10.0
3/15/2021,6,EWR,Clear skies,0.0,10.0
3/15/2021,7,EWR,Clear skies,0.0,10.0
3/15/2021,8,EWR,Clear skies,0.0,10.0
3/15/2021,9,EWR,Clear skies,0.0,10.0
3/15/2021,10,EWR,Partly cloudy,0.0,10.0
3/15/2021,11,EWR,Partly cloudy,0.0,10.0
3/15/2021,12,EWR,Partly cloudy,0.0,10.0
3/15/2021,13,EWR,Partly cloudy,0.0,10.0
3/15/2021,14,EWR,Partly cloudy,0.0,10.0
3/15/2021,15,EWR,Partly cloudy,0.0,10.0
3/15/2021,16,EWR,Partly cloudy,0.0,10.0
3/15/2021,17,EWR,Partly cloudy,0.0,10.0
3/15/2021,18,EWR,Partly cloudy,0.0,10.0
3/15/2021,19,EWR,Partly cloudy,0.0,10.0
3/15/2021,20,EWR,Partly cloudy,0.0,10.0
3/15/2021,21,EWR,Partly cloudy,0.0,10.0
3/15/2021,22,EWR,Partly cloudy,0.0,10.0
3/15/2021,23,EWR,Partly cloudy,0.0,10.0
3/16/2021,0,EWR,Partly cloudy,0.0,10.0
3/16/2021,1,EWR,Partly cloudy,0.0,10.0
3/16/2021,2,EWR,Partly cloudy,0.0,10.0
3/16/2021,3,EWR,Overcast skies,0.0,10.0
3/16/2021,4,EWR,Partly cloudy,0.0,10.0
3/16/2021,5,EWR,Partly cloudy,0.0,10.0
3/16/2021,6,EWR,Partly cloudy,0.0,10.0
3/16/2021,7,EWR,Partly cloudy,0.0,10.0
3/16/2021,8,EWR,Partly cloudy,0.0,10.0
3/16/2021,9,EWR,Partly cloudy,0.0,10.0
3/16/2021,10,EWR,Partly cloudy,0.0,10.0
3/16/2021,11,EWR,Overcast skies,0.0,10.0
3/16/2021,12,EWR,Overcast skies,0.0,10.0
3/16/2021,12,EWR,Snowing,0.0,10.0
3/16/2021,13,EWR,Snowing,0.0,9.0
3/16/2021,14,EWR,Overcast skies,0.0,10.0
3/16/2021,15,EWR,Overcast skies,0.0,10.0
3/16/2021,16,EWR,Partly cloudy,0.0,10.0
3/16/2021,17,EWR,Partly cloudy,0.0,10.0
3/16/2021,17,EWR,Snowing,0.0,10.0
3/16/2021,18,EWR,Overcast skies,0.0,10.0
3/16/2021,19,EWR,Overcast skies,0.0,8.0
3/16/2021,19,EWR,Raining,0.0,10.0
3/16/2021,20,EWR,Overcast skies,0.0,8.0
3/16/2021,21,EWR,Partly cloudy,0.0,10.0
3/16/2021,21,EWR,Raining,0.0,10.0
3/16/2021,22,EWR,Partly cloudy,0.0,10.0
3/16/2021,23,EWR,Partly cloudy,0.0,10.0
3/17/2021,0,EWR,Partly cloudy,0.0,10.0
3/17/2021,1,EWR,Overcast skies,0.0,10.0
3/17/2021,2,EWR,Overcast skies,0.0,10.0
3/17/2021,3,EWR,Overcast skies,0.0,10.0
3/17/2021,4,EWR,Overcast skies,0.0,10.0
3/17/2021,5,EWR,Overcast skies,0.0,10.0
3/17/2021,6,EWR,Overcast skies,0.0,10.0
3/17/2021,7,EWR,Partly cloudy,0.0,10.0
3/17/2021,8,EWR,Partly cloudy,0.0,10.0
3/17/2021,9,EWR,Partly cloudy,0.0,10.0
3/17/2021,10,EWR,Overcast skies,0.0,10.0
3/17/2021,11,EWR,Partly cloudy,0.0,10.0
3/17/2021,12,EWR,Overcast skies,0.0,10.0
3/17/2021,12,EWR,Partly cloudy,0.0,8.0
3/17/2021,13,EWR,Overcast skies,0.0,8.0
3/17/2021,13,EWR,Partly cloudy,0.0,10.0
3/17/2021,14,EWR,Partly cloudy,0.0,10.0
3/17/2021,15,EWR,Overcast skies,0.0,10.0
3/17/2021,16,EWR,Overcast skies,0.0,10.0
3/17/2021,17,EWR,Overcast skies,0.0,10.0
3/17/2021,18,EWR,Overcast skies,0.0,10.0
3/17/2021,19,EWR,Overcast skies,0.0,10.0
3/17/2021,20,EWR,Overcast skies,0.0,10.0
3/17/2021,21,EWR,Overcast skies,0.0,10.0
3/17/2021,22,EWR,Overcast skies,0.0,10.0
3/17/2021,23,EWR,Overcast skies,0.0,10.0
3/18/2021,0,EWR,Overcast skies,0.0,10.0
3/18/2021,1,EWR,Overcast skies,0.0,10.0
3/18/2021,2,EWR,Overcast skies,0.0,10.0
3/18/2021,3,EWR,Overcast skies,0.0,10.0
3/18/2021,4,EWR,Overcast skies,0.0,10.0
3/18/2021,5,EWR,Overcast skies,0.0,10.0
3/18/2021,6,EWR,Overcast skies,0.0,10.0
3/18/2021,6,EWR,Partly cloudy,0.0,6.0
3/18/2021,7,EWR,Overcast skies,0.0,3.0
3/18/2021,8,EWR,Overcast skies,0.0,1.8
3/18/2021,9,EWR,Raining,0.0,1.1
3/18/2021,10,EWR,Raining,0.1,1.8
3/18/2021,11,EWR,Raining,0.1,1.8
3/18/2021,12,EWR,Raining,0.1,1.8
3/18/2021,13,EWR,Raining,0.1,3.5
3/18/2021,14,EWR,Raining,0.2,1.5
3/18/2021,15,EWR,Raining,0.1,1.0
3/18/2021,16,EWR,Raining,0.0,1.0
3/18/2021,17,EWR,Raining,0.0,1.0
3/18/2021,18,EWR,Raining,0.1,3.0
3/18/2021,19,EWR,Partly cloudy,0.0,10.0
3/18/2021,20,EWR,Raining,0.0,10.0
3/18/2021,21,EWR,Partly cloudy,0.0,10.0
3/18/2021,22,EWR,Partly cloudy,0.0,10.0
3/18/2021,22,EWR,Raining,0.0,10.0
3/18/2021,23,EWR,Raining,0.0,10.0
3/19/2021,0,EWR,Raining,0.0,10.0
3/19/2021,1,EWR,Raining,0.0,7.0
3/19/2021,2,EWR,Snowing,0.0,4.0
3/19/2021,3,EWR,Overcast skies,0.0,10.0
3/19/2021,3,EWR,Partly cloudy,0.0,10.0
3/19/2021,3,EWR,Snowing,0.0,9.0
3/19/2021,4,EWR,Overcast skies,0.0,10.0
3/19/2021,5,EWR,Partly cloudy,0.0,10.0
3/19/2021,6,EWR,Partly cloudy,0.0,10.0
3/19/2021,7,EWR,Partly cloudy,0.0,10.0
3/19/2021,8,EWR,Partly cloudy,0.0,10.0
3/19/2021,9,EWR,Partly cloudy,0.0,10.0
3/19/2021,10,EWR,Partly cloudy,0.0,10.0
3/19/2021,11,EWR,Partly cloudy,0.0,10.0
3/19/2021,12,EWR,Partly cloudy,0.0,10.0
3/19/2021,13,EWR,Partly cloudy,0.0,10.0
3/19/2021,14,EWR,Partly cloudy,0.0,10.0
3/19/2021,15,EWR,Partly cloudy,0.0,10.0
3/19/2021,16,EWR,Partly cloudy,0.0,10.0
3/19/2021,17,EWR,Partly cloudy,0.0,10.0
3/19/2021,18,EWR,Clear skies,0.0,10.0
3/19/2021,19,EWR,Clear skies,0.0,10.0
3/19/2021,20,EWR,Clear skies,0.0,10.0
3/19/2021,21,EWR,Clear skies,0.0,10.0
3/19/2021,22,EWR,Clear skies,0.0,10.0
3/19/2021,23,EWR,Clear skies,0.0,10.0
3/20/2021,0,EWR,Clear skies,0.0,10.0
3/20/2021,1,EWR,Clear skies,0.0,10.0
3/20/2021,2,EWR,Clear skies,0.0,10.0
3/20/2021,3,EWR,Clear skies,0.0,10.0
3/20/2021,4,EWR,Clear skies,0.0,10.0
3/20/2021,5,EWR,Clear skies,0.0,10.0
3/20/2021,6,EWR,Clear skies,0.0,10.0
3/20/2021,7,EWR,Clear skies,0.0,10.0
3/20/2021,8,EWR,Clear skies,0.0,10.0
3/20/2021,9,EWR,Clear skies,0.0,10.0
3/20/2021,10,EWR,Clear skies,0.0,10.0
3/20/2021,11,EWR,Clear skies,0.0,10.0
3/20/2021,12,EWR,Clear skies,0.0,10.0
3/20/2021,13,EWR,Clear skies,0.0,10.0
3/20/2021,14,EWR,Clear skies,0.0,10.0
3/20/2021,15,EWR,Clear skies,0.0,10.0
3/20/2021,16,EWR,Clear skies,0.0,10.0
3/20/2021,17,EWR,Clear skies,0.0,10.0
3/20/2021,18,EWR,Clear skies,0.0,10.0
3/20/2021,19,EWR,Clear skies,0.0,10.0
3/20/2021,20,EWR,Clear skies,0.0,10.0
3/20/2021,21,EWR,Clear skies,0.0,10.0
3/20/2021,22,EWR,Clear skies,0.0,10.0
